time,flow_model
6/12/2015 17:45,4.35579
6/12/2015 17:50,4.36883
6/12/2015 17:55,4.3821
6/12/2015 18:00,4.39567
6/12/2015 18:05,4.40968
6/12/2015 18:10,4.42414
6/12/2015 18:15,4.43903
6/12/2015 18:20,4.45438
6/12/2015 18:25,4.47006
6/12/2015 18:30,4.48597
6/12/2015 18:35,4.50205
6/12/2015 18:40,4.51846
6/12/2015 18:45,4.53528
6/12/2015 18:50,4.55226
6/12/2015 18:55,4.5692
6/12/2015 19:00,4.58599
6/12/2015 19:05,4.60235
6/12/2015 19:10,4.61816
6/12/2015 19:15,4.6334
6/12/2015 19:20,4.64787
6/12/2015 19:25,4.66163
6/12/2015 19:30,4.67479
6/12/2015 19:35,4.68721
6/12/2015 19:40,4.69833
6/12/2015 19:45,4.70809
6/12/2015 19:50,4.71724
6/12/2015 19:55,4.72619
6/12/2015 20:00,4.73507
6/12/2015 20:05,4.74331
6/12/2015 20:10,4.75065
6/12/2015 20:15,4.757
6/12/2015 20:20,4.76186
6/12/2015 20:25,4.76567
6/12/2015 20:30,4.76893
6/12/2015 20:35,4.77122
6/12/2015 20:40,4.77093
6/12/2015 20:45,4.76829
6/12/2015 20:50,4.76499
6/12/2015 20:55,4.76162
6/12/2015 21:00,4.75824
6/12/2015 21:05,4.75408
6/12/2015 21:10,4.74872
6/12/2015 21:15,4.74203
6/12/2015 21:20,4.73338
6/12/2015 21:25,4.72333
6/12/2015 21:30,4.71255
6/12/2015 21:35,4.7006
6/12/2015 21:40,4.68558
6/12/2015 21:45,4.66755
6/12/2015 21:50,4.64859
6/12/2015 21:55,4.62954
6/12/2015 22:00,4.61049
6/12/2015 22:05,4.59065
6/12/2015 22:10,4.56961
6/12/2015 22:15,4.54724
6/12/2015 22:20,4.52292
6/12/2015 22:25,4.4972
6/12/2015 22:30,4.47087
6/12/2015 22:35,4.44382
6/12/2015 22:40,4.41434
6/12/2015 22:45,4.3817
6/12/2015 22:50,4.34772
6/12/2015 22:55,4.31353
6/12/2015 23:00,4.27928
6/12/2015 23:05,4.24457
6/12/2015 23:10,4.20917
6/12/2015 23:15,4.1731
6/12/2015 23:20,4.13595
6/12/2015 23:25,4.09792
6/12/2015 23:30,4.05945
6/12/2015 23:35,4.0206
6/12/2015 23:40,3.98037
6/12/2015 23:45,3.93818
6/12/2015 23:50,3.89507
6/12/2015 23:55,3.85176
6/13/2015 0:00,3.80841
6/13/2015 0:05,3.7658
6/13/2015 0:10,3.72433
6/13/2015 0:15,3.68403
6/13/2015 0:20,3.64566
6/13/2015 0:25,3.60892
6/13/2015 0:30,3.57322
6/13/2015 0:35,3.53856
6/13/2015 0:40,3.50641
6/13/2015 0:45,3.4775
6/13/2015 0:50,3.44997
6/13/2015 0:55,3.42265
6/13/2015 1:00,3.39534
6/13/2015 1:05,3.36826
6/13/2015 1:10,3.34154
6/13/2015 1:15,3.3152
6/13/2015 1:20,3.28945
6/13/2015 1:25,3.26413
6/13/2015 1:30,3.23903
6/13/2015 1:35,3.21419
6/13/2015 1:40,3.19008
6/13/2015 1:45,3.16708
6/13/2015 1:50,3.14468
6/13/2015 1:55,3.12241
6/13/2015 2:00,3.10016
6/13/2015 2:05,3.07841
6/13/2015 2:10,3.05736
6/13/2015 2:15,3.03697
6/13/2015 2:20,3.01761
6/13/2015 2:25,2.99908
6/13/2015 2:30,2.98106
6/13/2015 2:35,2.96338
6/13/2015 2:40,2.94652
6/13/2015 2:45,2.93148
6/13/2015 2:50,2.91799
6/13/2015 2:55,2.90499
6/13/2015 3:00,2.89205
6/13/2015 3:05,2.87954
6/13/2015 3:10,2.86764
6/13/2015 3:15,2.85632
6/13/2015 3:20,2.84588
6/13/2015 3:25,2.83622
6/13/2015 3:30,2.82704
6/13/2015 3:35,2.81816
6/13/2015 3:40,2.80979
6/13/2015 3:45,2.80282
6/13/2015 3:50,2.79757
6/13/2015 3:55,2.79307
6/13/2015 4:00,2.78869
6/13/2015 4:05,2.78484
6/13/2015 4:10,2.78174
6/13/2015 4:15,2.77932
6/13/2015 4:20,2.77798
6/13/2015 4:25,2.77763
6/13/2015 4:30,2.77793
6/13/2015 4:35,2.77858
6/13/2015 4:40,2.7798
6/13/2015 4:45,2.78268
6/13/2015 4:50,2.78782
6/13/2015 4:55,2.79407
6/13/2015 5:00,2.80053
6/13/2015 5:05,2.80782
6/13/2015 5:10,2.81632
6/13/2015 5:15,2.82593
6/13/2015 5:20,2.83731
6/13/2015 5:25,2.85031
6/13/2015 5:30,2.86434
6/13/2015 5:35,2.87896
6/13/2015 5:40,2.89475
6/13/2015 5:45,2.91384
6/13/2015 5:50,2.93665
6/13/2015 5:55,2.96093
6/13/2015 6:00,2.98541
6/13/2015 6:05,3.01076
6/13/2015 6:10,3.03736
6/13/2015 6:15,3.06524
6/13/2015 6:20,3.09516
6/13/2015 6:25,3.12678
6/13/2015 6:30,3.15936
6/13/2015 6:35,3.19262
6/13/2015 6:40,3.2282
6/13/2015 6:45,3.26831
6/13/2015 6:50,3.31084
6/13/2015 6:55,3.35374
6/13/2015 7:00,3.39655
6/13/2015 7:05,3.43988
6/13/2015 7:10,3.48411
6/13/2015 7:15,3.52931
6/13/2015 7:20,3.57604
6/13/2015 7:25,3.62393
6/13/2015 7:30,3.67223
6/13/2015 7:35,3.72084
6/13/2015 7:40,3.77136
6/13/2015 7:45,3.82416
6/13/2015 7:50,3.8776
6/13/2015 7:55,3.93105
6/13/2015 8:00,3.98458
6/13/2015 8:05,4.03774
6/13/2015 8:10,4.09019
6/13/2015 8:15,4.14181
6/13/2015 8:20,4.19201
6/13/2015 8:25,4.24129
6/13/2015 8:30,4.2905
6/13/2015 8:35,4.33954
6/13/2015 8:40,4.38732
6/13/2015 8:45,4.43299
6/13/2015 8:50,4.47766
6/13/2015 8:55,4.52227
6/13/2015 9:00,4.5669
6/13/2015 9:05,4.61043
6/13/2015 9:10,4.65221
6/13/2015 9:15,4.69203
6/13/2015 9:20,4.72887
6/13/2015 9:25,4.76355
6/13/2015 9:30,4.79704
6/13/2015 9:35,4.82836
6/13/2015 9:40,4.85377
6/13/2015 9:45,4.87414
6/13/2015 9:50,4.89323
6/13/2015 9:55,4.91219
6/13/2015 10:00,4.93115
6/13/2015 10:05,4.9493
6/13/2015 10:10,4.96622
6/13/2015 10:15,4.98177
6/13/2015 10:20,4.99534
6/13/2015 10:25,5.00752
6/13/2015 10:30,5.0188
6/13/2015 10:35,5.02806
6/13/2015 10:40,5.03347
6/13/2015 10:45,5.03663
6/13/2015 10:50,5.03941
6/13/2015 10:55,5.04216
6/13/2015 11:00,5.04491
6/13/2015 11:05,5.04714
6/13/2015 11:10,5.04858
6/13/2015 11:15,5.04914
6/13/2015 11:20,5.04842
6/13/2015 11:25,5.04682
6/13/2015 11:30,5.04463
6/13/2015 11:35,5.04114
6/13/2015 11:40,5.03524
6/13/2015 11:45,5.02801
6/13/2015 11:50,5.02055
6/13/2015 11:55,5.01309
6/13/2015 12:00,5.00562
6/13/2015 12:05,4.99818
6/13/2015 12:10,4.99076
6/13/2015 12:15,4.98337
6/13/2015 12:20,4.97603
6/13/2015 12:25,4.96872
6/13/2015 12:30,4.96143
6/13/2015 12:35,4.95418
6/13/2015 12:40,4.94701
6/13/2015 12:45,4.9399
6/13/2015 12:50,4.9328
6/13/2015 12:55,4.92569
6/13/2015 13:00,4.91859
6/13/2015 13:05,4.91132
6/13/2015 13:10,4.9038
6/13/2015 13:15,4.89601
6/13/2015 13:20,4.8878
6/13/2015 13:25,4.87931
6/13/2015 13:30,4.87066
6/13/2015 13:35,4.86168
6/13/2015 13:40,4.85199
6/13/2015 13:45,4.84178
6/13/2015 13:50,4.83143
6/13/2015 13:55,4.82109
6/13/2015 14:00,4.81074
6/13/2015 14:05,4.80034
6/13/2015 14:10,4.78986
6/13/2015 14:15,4.77928
6/13/2015 14:20,4.76857
6/13/2015 14:25,4.75777
6/13/2015 14:30,4.74691
6/13/2015 14:35,4.73597
6/13/2015 14:40,4.72482
6/13/2015 14:45,4.71346
6/13/2015 14:50,4.70203
6/13/2015 14:55,4.69061
6/13/2015 15:00,4.67917
6/13/2015 15:05,4.66784
6/13/2015 15:10,4.65675
6/13/2015 15:15,4.64588
6/13/2015 15:20,4.63535
6/13/2015 15:25,4.62506
6/13/2015 15:30,4.61489
6/13/2015 15:35,4.60489
6/13/2015 15:40,4.59537
6/13/2015 15:45,4.5864
6/13/2015 15:50,4.57763
6/13/2015 15:55,4.56889
6/13/2015 16:00,4.56015
6/13/2015 16:05,4.55156
6/13/2015 16:10,4.5432
6/13/2015 16:15,4.5351
6/13/2015 16:20,4.52738
6/13/2015 16:25,4.51993
6/13/2015 16:30,4.51262
6/13/2015 16:35,4.50547
6/13/2015 16:40,4.49883
6/13/2015 16:45,4.49285
6/13/2015 16:50,4.48714
6/13/2015 16:55,4.48148
6/13/2015 17:00,4.47582
6/13/2015 17:05,4.47052
6/13/2015 17:10,4.46578
6/13/2015 17:15,4.46165
6/13/2015 17:20,4.45844
6/13/2015 17:25,4.45592
6/13/2015 17:30,4.45372
6/13/2015 17:35,4.45188
6/13/2015 17:40,4.45122
6/13/2015 17:45,4.4522
6/13/2015 17:50,4.45391
6/13/2015 17:55,4.45573
6/13/2015 18:00,4.45757
6/13/2015 18:05,4.45948
6/13/2015 18:10,4.46151
6/13/2015 18:15,4.46368
6/13/2015 18:20,4.46605
6/13/2015 18:25,4.46858
6/13/2015 18:30,4.47117
6/13/2015 18:35,4.47384
6/13/2015 18:40,4.47679
6/13/2015 18:45,4.48009
6/13/2015 18:50,4.48355
6/13/2015 18:55,4.48703
6/13/2015 19:00,4.49051
6/13/2015 19:05,4.49405
6/13/2015 19:10,4.49767
6/13/2015 19:15,4.50138
6/13/2015 19:20,4.50523
6/13/2015 19:25,4.50917
6/13/2015 19:30,4.51317
6/13/2015 19:35,4.51722
6/13/2015 19:40,4.52145
6/13/2015 19:45,4.52592
6/13/2015 19:50,4.5305
6/13/2015 19:55,4.53509
6/13/2015 20:00,4.53968
6/13/2015 20:05,4.54381
6/13/2015 20:10,4.54725
6/13/2015 20:15,4.54992
6/13/2015 20:20,4.55144
6/13/2015 20:25,4.55212
6/13/2015 20:30,4.5524
6/13/2015 20:35,4.55215
6/13/2015 20:40,4.55027
6/13/2015 20:45,4.54642
6/13/2015 20:50,4.54179
6/13/2015 20:55,4.53705
6/13/2015 21:00,4.5323
6/13/2015 21:05,4.52693
6/13/2015 21:10,4.52059
6/13/2015 21:15,4.51318
6/13/2015 21:20,4.50417
6/13/2015 21:25,4.494
6/13/2015 21:30,4.48326
6/13/2015 21:35,4.47185
6/13/2015 21:40,4.45833
6/13/2015 21:45,4.44208
6/13/2015 21:50,4.42466
6/13/2015 21:55,4.40707
6/13/2015 22:00,4.38946
6/13/2015 22:05,4.3714
6/13/2015 22:10,4.35265
6/13/2015 22:15,4.33314
6/13/2015 22:20,4.31247
6/13/2015 22:25,4.29093
6/13/2015 22:30,4.26898
6/13/2015 22:35,4.24661
6/13/2015 22:40,4.22288
6/13/2015 22:45,4.1971
6/13/2015 22:50,4.17027
6/13/2015 22:55,4.14323
6/13/2015 23:00,4.11613
6/13/2015 23:05,4.08872
6/13/2015 23:10,4.06088
6/13/2015 23:15,4.03255
6/13/2015 23:20,4.00354
6/13/2015 23:25,3.97399
6/13/2015 23:30,3.94418
6/13/2015 23:35,3.91415
6/13/2015 23:40,3.88322
6/13/2015 23:45,3.85101
6/13/2015 23:50,3.81823
6/13/2015 23:55,3.78537
6/14/2015 0:00,3.75251
6/14/2015 0:05,3.71988
6/14/2015 0:10,3.68761
6/14/2015 0:15,3.65573
6/14/2015 0:20,3.62455
6/14/2015 0:25,3.59401
6/14/2015 0:30,3.56392
6/14/2015 0:35,3.5342
6/14/2015 0:40,3.50533
6/14/2015 0:45,3.47764
6/14/2015 0:50,3.45062
6/14/2015 0:55,3.42395
6/14/2015 1:00,3.3977
6/14/2015 1:05,3.37262
6/14/2015 1:10,3.34952
6/14/2015 1:15,3.32845
6/14/2015 1:20,3.30904
6/14/2015 1:25,3.29055
6/14/2015 1:30,3.27242
6/14/2015 1:35,3.25448
6/14/2015 1:40,3.2372
6/14/2015 1:45,3.22096
6/14/2015 1:50,3.20522
6/14/2015 1:55,3.18945
6/14/2015 2:00,3.17345
6/14/2015 2:05,3.15742
6/14/2015 2:10,3.14115
6/14/2015 2:15,3.12453
6/14/2015 2:20,3.10817
6/14/2015 2:25,3.09211
6/14/2015 2:30,3.07602
6/14/2015 2:35,3.05945
6/14/2015 2:40,3.04238
6/14/2015 2:45,3.02554
6/14/2015 2:50,3.00878
6/14/2015 2:55,2.99175
6/14/2015 3:00,2.97463
6/14/2015 3:05,2.95808
6/14/2015 3:10,2.94255
6/14/2015 3:15,2.92811
6/14/2015 3:20,2.91496
6/14/2015 3:25,2.9028
6/14/2015 3:30,2.8912
6/14/2015 3:35,2.87992
6/14/2015 3:40,2.86929
6/14/2015 3:45,2.86024
6/14/2015 3:50,2.85275
6/14/2015 3:55,2.84582
6/14/2015 4:00,2.83896
6/14/2015 4:05,2.83262
6/14/2015 4:10,2.82704
6/14/2015 4:15,2.82213
6/14/2015 4:20,2.81832
6/14/2015 4:25,2.81551
6/14/2015 4:30,2.81333
6/14/2015 4:35,2.81149
6/14/2015 4:40,2.81028
6/14/2015 4:45,2.81085
6/14/2015 4:50,2.81359
6/14/2015 4:55,2.8173
6/14/2015 5:00,2.82116
6/14/2015 5:05,2.82585
6/14/2015 5:10,2.83178
6/14/2015 5:15,2.83885
6/14/2015 5:20,2.84774
6/14/2015 5:25,2.85831
6/14/2015 5:30,2.87001
6/14/2015 5:35,2.8825
6/14/2015 5:40,2.89658
6/14/2015 5:45,2.91458
6/14/2015 5:50,2.93687
6/14/2015 5:55,2.96097
6/14/2015 6:00,2.98542
6/14/2015 6:05,3.01077
6/14/2015 6:10,3.03737
6/14/2015 6:15,3.06524
6/14/2015 6:20,3.09516
6/14/2015 6:25,3.12679
6/14/2015 6:30,3.15936
6/14/2015 6:35,3.19262
6/14/2015 6:40,3.2282
6/14/2015 6:45,3.26832
6/14/2015 6:50,3.31085
6/14/2015 6:55,3.35374
6/14/2015 7:00,3.39655
6/14/2015 7:05,3.43988
6/14/2015 7:10,3.48412
6/14/2015 7:15,3.52931
6/14/2015 7:20,3.57604
6/14/2015 7:25,3.62393
6/14/2015 7:30,3.67223
6/14/2015 7:35,3.72085
6/14/2015 7:40,3.77136
6/14/2015 7:45,3.82416
6/14/2015 7:50,3.87761
6/14/2015 7:55,3.93106
6/14/2015 8:00,3.98458
6/14/2015 8:05,4.03774
6/14/2015 8:10,4.0902
6/14/2015 8:15,4.14181
6/14/2015 8:20,4.19201
6/14/2015 8:25,4.24129
6/14/2015 8:30,4.2905
6/14/2015 8:35,4.33954
6/14/2015 8:40,4.38732
6/14/2015 8:45,4.43299
6/14/2015 8:50,4.47766
6/14/2015 8:55,4.52227
6/14/2015 9:00,4.56691
6/14/2015 9:05,4.61043
6/14/2015 9:10,4.65221
6/14/2015 9:15,4.69204
6/14/2015 9:20,4.72888
6/14/2015 9:25,4.76355
6/14/2015 9:30,4.79704
6/14/2015 9:35,4.82836
6/14/2015 9:40,4.85377
6/14/2015 9:45,4.87414
6/14/2015 9:50,4.89323
6/14/2015 9:55,4.9122
6/14/2015 10:00,4.93115
6/14/2015 10:05,4.9493
6/14/2015 10:10,4.96622
6/14/2015 10:15,4.98177
6/14/2015 10:20,4.99534
6/14/2015 10:25,5.00752
6/14/2015 10:30,5.0188
6/14/2015 10:35,5.02806
6/14/2015 10:40,5.03347
6/14/2015 10:45,5.03664
6/14/2015 10:50,5.03941
6/14/2015 10:55,5.04216
6/14/2015 11:00,5.04492
6/14/2015 11:05,5.04714
6/14/2015 11:10,5.04859
6/14/2015 11:15,5.04914
6/14/2015 11:20,5.04843
6/14/2015 11:25,5.04682
6/14/2015 11:30,5.04464
6/14/2015 11:35,5.04114
6/14/2015 11:40,5.03524
6/14/2015 11:45,5.02801
6/14/2015 11:50,5.02056
6/14/2015 11:55,5.01309
6/14/2015 12:00,5.00563
6/14/2015 12:05,4.99818
6/14/2015 12:10,4.99076
6/14/2015 12:15,4.98337
6/14/2015 12:20,4.97603
6/14/2015 12:25,4.96872
6/14/2015 12:30,4.96143
6/14/2015 12:35,4.95418
6/14/2015 12:40,4.94701
6/14/2015 12:45,4.9399
6/14/2015 12:50,4.9328
6/14/2015 12:55,4.9257
6/14/2015 13:00,4.91859
6/14/2015 13:05,4.91133
6/14/2015 13:10,4.90381
6/14/2015 13:15,4.89601
6/14/2015 13:20,4.8878
6/14/2015 13:25,4.87931
6/14/2015 13:30,4.87066
6/14/2015 13:35,4.86168
6/14/2015 13:40,4.852
6/14/2015 13:45,4.84178
6/14/2015 13:50,4.83144
6/14/2015 13:55,4.82109
6/14/2015 14:00,4.81074
6/14/2015 14:05,4.80035
6/14/2015 14:10,4.78986
6/14/2015 14:15,4.77929
6/14/2015 14:20,4.76858
6/14/2015 14:25,4.75777
6/14/2015 14:30,4.74692
6/14/2015 14:35,4.73598
6/14/2015 14:40,4.72482
6/14/2015 14:45,4.71346
6/14/2015 14:50,4.70204
6/14/2015 14:55,4.69061
6/14/2015 15:00,4.67917
6/14/2015 15:05,4.66785
6/14/2015 15:10,4.65675
6/14/2015 15:15,4.64588
6/14/2015 15:20,4.63535
6/14/2015 15:25,4.62506
6/14/2015 15:30,4.61489
6/14/2015 15:35,4.60489
6/14/2015 15:40,4.59537
6/14/2015 15:45,4.5864
6/14/2015 15:50,4.57763
6/14/2015 15:55,4.56889
6/14/2015 16:00,4.56016
6/14/2015 16:05,4.55163
6/14/2015 16:10,4.54371
6/14/2015 16:15,4.53751
6/14/2015 16:20,4.53453
6/14/2015 16:25,4.53487
6/14/2015 16:30,4.53848
6/14/2015 16:35,4.54604
6/14/2015 16:40,4.55856
6/14/2015 16:45,4.5767
6/14/2015 16:50,4.59983
6/14/2015 16:55,4.62758
6/14/2015 17:00,4.66126
6/14/2015 17:05,4.70238
6/14/2015 17:10,4.7536
6/14/2015 17:15,4.81793
6/14/2015 17:20,4.89609
6/14/2015 17:25,4.98702
6/14/2015 17:30,5.09059
6/14/2015 17:35,5.20706
6/14/2015 17:40,5.33713
6/14/2015 17:45,5.48035
6/14/2015 17:50,5.63302
6/14/2015 17:55,5.79043
6/14/2015 18:00,5.94406
6/14/2015 18:05,6.08755
6/14/2015 18:10,6.21639
6/14/2015 18:15,6.32987
6/14/2015 18:20,6.42862
6/14/2015 18:25,6.51328
6/14/2015 18:30,6.58209
6/14/2015 18:35,6.6347
6/14/2015 18:40,6.66987
6/14/2015 18:45,6.68575
6/14/2015 18:50,6.68293
6/14/2015 18:55,6.66356
6/14/2015 19:00,6.62918
6/14/2015 19:05,6.58112
6/14/2015 19:10,6.52145
6/14/2015 19:15,6.45276
6/14/2015 19:20,6.37786
6/14/2015 19:25,6.30034
6/14/2015 19:30,6.22415
6/14/2015 19:35,6.15185
6/14/2015 19:40,6.08423
6/14/2015 19:45,6.02058
6/14/2015 19:50,5.95969
6/14/2015 19:55,5.90048
6/14/2015 20:00,5.84232
6/14/2015 20:05,5.78403
6/14/2015 20:10,5.72508
6/14/2015 20:15,5.66532
6/14/2015 20:20,5.60458
6/14/2015 20:25,5.54339
6/14/2015 20:30,5.48172
6/14/2015 20:35,5.41875
6/14/2015 20:40,5.35389
6/14/2015 20:45,5.28873
6/14/2015 20:50,5.22454
6/14/2015 20:55,5.16146
6/14/2015 21:00,5.09949
6/14/2015 21:05,5.0382
6/14/2015 21:10,4.97743
6/14/2015 21:15,4.91723
6/14/2015 21:20,4.85709
6/14/2015 21:25,4.7975
6/14/2015 21:30,4.73937
6/14/2015 21:35,4.68282
6/14/2015 21:40,4.62729
6/14/2015 21:45,4.57388
6/14/2015 21:50,4.5246
6/14/2015 21:55,4.47984
6/14/2015 22:00,4.43975
6/14/2015 22:05,4.40397
6/14/2015 22:10,4.37203
6/14/2015 22:15,4.34342
6/14/2015 22:20,4.31715
6/14/2015 22:25,4.29273
6/14/2015 22:30,4.2696
6/14/2015 22:35,4.24688
6/14/2015 22:40,4.22307
6/14/2015 22:45,4.19728
6/14/2015 22:50,4.17045
6/14/2015 22:55,4.14341
6/14/2015 23:00,4.1163
6/14/2015 23:05,4.08921
6/14/2015 23:10,4.06219
6/14/2015 23:15,4.0352
6/14/2015 23:20,4.00837
6/14/2015 23:25,3.98166
6/14/2015 23:30,3.95498
6/14/2015 23:35,3.92835
6/14/2015 23:40,3.90193
6/14/2015 23:45,3.87578
6/14/2015 23:50,3.84977
6/14/2015 23:55,3.82379
6/15/2015 0:00,3.79781
6/15/2015 0:05,3.77133
6/15/2015 0:10,3.7441
6/15/2015 0:15,3.71607
6/15/2015 0:20,3.68675
6/15/2015 0:25,3.65644
6/15/2015 0:30,3.62573
6/15/2015 0:35,3.59462
6/15/2015 0:40,3.56197
6/15/2015 0:45,3.52729
6/15/2015 0:50,3.49179
6/15/2015 0:55,3.45619
6/15/2015 1:00,3.42066
6/15/2015 1:05,3.38573
6/15/2015 1:10,3.35167
6/15/2015 1:15,3.31851
6/15/2015 1:20,3.28677
6/15/2015 1:25,3.25608
6/15/2015 1:30,3.22593
6/15/2015 1:35,3.19638
6/15/2015 1:40,3.16842
6/15/2015 1:45,3.14301
6/15/2015 1:50,3.11905
6/15/2015 1:55,3.09539
6/15/2015 2:00,3.07177
6/15/2015 2:05,3.04884
6/15/2015 2:10,3.0269
6/15/2015 2:15,3.00591
6/15/2015 2:20,2.98637
6/15/2015 2:25,2.96807
6/15/2015 2:30,2.95053
6/15/2015 2:35,2.93343
6/15/2015 2:40,2.91741
6/15/2015 2:45,2.90394
6/15/2015 2:50,2.8928
6/15/2015 2:55,2.88242
6/15/2015 3:00,2.87213
6/15/2015 3:05,2.86286
6/15/2015 3:10,2.85507
6/15/2015 3:15,2.84864
6/15/2015 3:20,2.84432
6/15/2015 3:25,2.84192
6/15/2015 3:30,2.84075
6/15/2015 3:35,2.84025
6/15/2015 3:40,2.84101
6/15/2015 3:45,2.84532
6/15/2015 3:50,2.85394
6/15/2015 3:55,2.86441
6/15/2015 4:00,2.87518
6/15/2015 4:05,2.88726
6/15/2015 4:10,2.90125
6/15/2015 4:15,2.91709
6/15/2015 4:20,2.93581
6/15/2015 4:25,2.9571
6/15/2015 4:30,2.98
6/15/2015 4:35,3.00387
6/15/2015 4:40,3.0303
6/15/2015 4:45,3.06296
6/15/2015 4:50,3.10098
6/15/2015 4:55,3.14025
6/15/2015 5:00,3.17938
6/15/2015 5:05,3.2198
6/15/2015 5:10,3.26227
6/15/2015 5:15,3.30673
6/15/2015 5:20,3.35451
6/15/2015 5:25,3.40501
6/15/2015 5:30,3.45695
6/15/2015 5:35,3.51022
6/15/2015 5:40,3.5684
6/15/2015 5:45,3.63395
6/15/2015 5:50,3.70226
6/15/2015 5:55,3.77005
6/15/2015 6:00,3.83709
6/15/2015 6:05,3.90242
6/15/2015 6:10,3.96611
6/15/2015 6:15,4.02847
6/15/2015 6:20,4.08878
6/15/2015 6:25,4.1474
6/15/2015 6:30,4.20508
6/15/2015 6:35,4.26223
6/15/2015 6:40,4.31727
6/15/2015 6:45,4.36858
6/15/2015 6:50,4.41816
6/15/2015 6:55,4.46762
6/15/2015 7:00,4.51729
6/15/2015 7:05,4.56441
6/15/2015 7:10,4.60752
6/15/2015 7:15,4.64628
6/15/2015 7:20,4.67848
6/15/2015 7:25,4.70606
6/15/2015 7:30,4.73108
6/15/2015 7:35,4.7515
6/15/2015 7:40,4.75989
6/15/2015 7:45,4.75761
6/15/2015 7:50,4.75252
6/15/2015 7:55,4.74728
6/15/2015 8:00,4.74222
6/15/2015 8:05,4.73676
6/15/2015 8:10,4.73055
6/15/2015 8:15,4.72345
6/15/2015 8:20,4.71494
6/15/2015 8:25,4.70549
6/15/2015 8:30,4.69558
6/15/2015 8:35,4.68476
6/15/2015 8:40,4.6714
6/15/2015 8:45,4.65548
6/15/2015 8:50,4.63871
6/15/2015 8:55,4.62177
6/15/2015 9:00,4.60472
6/15/2015 9:05,4.58818
6/15/2015 9:10,4.57249
6/15/2015 9:15,4.55774
6/15/2015 9:20,4.54443
6/15/2015 9:25,4.5321
6/15/2015 9:30,4.52007
6/15/2015 9:35,4.50845
6/15/2015 9:40,4.49881
6/15/2015 9:45,4.49193
6/15/2015 9:50,4.48615
6/15/2015 9:55,4.48037
6/15/2015 10:00,4.47453
6/15/2015 10:05,4.46879
6/15/2015 10:10,4.46319
6/15/2015 10:15,4.45772
6/15/2015 10:20,4.45242
6/15/2015 10:25,4.44726
6/15/2015 10:30,4.4422
6/15/2015 10:35,4.43719
6/15/2015 10:40,4.43233
6/15/2015 10:45,4.42767
6/15/2015 10:50,4.4231
6/15/2015 10:55,4.41852
6/15/2015 11:00,4.41392
6/15/2015 11:05,4.40933
6/15/2015 11:10,4.40479
6/15/2015 11:15,4.4003
6/15/2015 11:20,4.39589
6/15/2015 11:25,4.39152
6/15/2015 11:30,4.38714
6/15/2015 11:35,4.38274
6/15/2015 11:40,4.37843
6/15/2015 11:45,4.37428
6/15/2015 11:50,4.3702
6/15/2015 11:55,4.36614
6/15/2015 12:00,4.36209
6/15/2015 12:05,4.35802
6/15/2015 12:10,4.35392
6/15/2015 12:15,4.34979
6/15/2015 12:20,4.34561
6/15/2015 12:25,4.34142
6/15/2015 12:30,4.33726
6/15/2015 12:35,4.33316
6/15/2015 12:40,4.32904
6/15/2015 12:45,4.32482
6/15/2015 12:50,4.32058
6/15/2015 12:55,4.31641
6/15/2015 13:00,4.3123
6/15/2015 13:05,4.30809
6/15/2015 13:10,4.3037
6/15/2015 13:15,4.29911
6/15/2015 13:20,4.2942
6/15/2015 13:25,4.28905
6/15/2015 13:30,4.2838
6/15/2015 13:35,4.27843
6/15/2015 13:40,4.2727
6/15/2015 13:45,4.26639
6/15/2015 13:50,4.25981
6/15/2015 13:55,4.25317
6/15/2015 14:00,4.24653
6/15/2015 14:05,4.23999
6/15/2015 14:10,4.23362
6/15/2015 14:15,4.22742
6/15/2015 14:20,4.2215
6/15/2015 14:25,4.21578
6/15/2015 14:30,4.21018
6/15/2015 14:35,4.20467
6/15/2015 14:40,4.1995
6/15/2015 14:45,4.19482
6/15/2015 14:50,4.19039
6/15/2015 14:55,4.18603
6/15/2015 15:00,4.18167
6/15/2015 15:05,4.17764
6/15/2015 15:10,4.17412
6/15/2015 15:15,4.17115
6/15/2015 15:20,4.16905
6/15/2015 15:25,4.16759
6/15/2015 15:30,4.16643
6/15/2015 15:35,4.16555
6/15/2015 15:40,4.16568
6/15/2015 15:45,4.16735
6/15/2015 15:50,4.16979
6/15/2015 15:55,4.17237
6/15/2015 16:00,4.17494
6/15/2015 16:05,4.17788
6/15/2015 16:10,4.18136
6/15/2015 16:15,4.18544
6/15/2015 16:20,4.19044
6/15/2015 16:25,4.19612
6/15/2015 16:30,4.20211
6/15/2015 16:35,4.20841
6/15/2015 16:40,4.21579
6/15/2015 16:45,4.22485
6/15/2015 16:50,4.23475
6/15/2015 16:55,4.2448
6/15/2015 17:00,4.25487
6/15/2015 17:05,4.26507
6/15/2015 17:10,4.27549
6/15/2015 17:15,4.28617
6/15/2015 17:20,4.29744
6/15/2015 17:25,4.30966
6/15/2015 17:30,4.32291
6/15/2015 17:35,4.33729
6/15/2015 17:40,4.35367
6/15/2015 17:45,4.37272
6/15/2015 17:50,4.39395
6/15/2015 17:55,4.41645
6/15/2015 18:00,4.43954
6/15/2015 18:05,4.46301
6/15/2015 18:10,4.48683
6/15/2015 18:15,4.51089
6/15/2015 18:20,4.53506
6/15/2015 18:25,4.55898
6/15/2015 18:30,4.58247
